
---------- Begin Simulation Statistics ----------
simSeconds                                   0.076093                       # Number of seconds simulated (Second)
simTicks                                  76093086000                       # Number of ticks simulated (Tick)
finalTick                                 76267301000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    888.05                       # Real time elapsed on the host (Second)
hostTickRate                                 85685196                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     921344                       # Number of bytes of host memory used (Byte)
simInsts                                    169334445                       # Number of instructions simulated (Count)
simOps                                      258654408                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   190680                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     291260                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        152186172                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       416125215                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       25                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      370510650                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  13668                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            157643152                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         242453109                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  15                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           151489495                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.445784                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.112792                       # Number of insts issued each cycle (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                         362427709                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                     119361087                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                   8086633                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                          144250336                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       22458857                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     24889249                       # Number of stores executed (Count)
system.cpu.numRate                           2.381223                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                           17236                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          707247                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   169240933                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     258484316                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.899323                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.899323                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.111947                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.111947                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                  436018469                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                 293797120                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                       49075                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                      24394                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    86953923                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                  115058409                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 195180998                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                        9                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads      134014716                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      32595841                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     37020620                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores      7376309                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                39633714                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          30797744                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect           3863979                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             25346966                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                25344835                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999916                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                 2262914                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect               2203                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups            5564                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               5071                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              493                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted           67                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts       157643107                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              10                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts           3862959                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    130122280                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.986472                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.654880                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        50463833     38.78%     38.78% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        31173846     23.96%     62.74% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        16840419     12.94%     75.68% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         7430234      5.71%     81.39% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         3396514      2.61%     84.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          987849      0.76%     84.76% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         2214190      1.70%     86.46% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         1394671      1.07%     87.53% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        16220724     12.47%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total    130122280                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted            169240933                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted              258484316                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    99136510                       # Number of memory references committed (Count)
system.cpu.commit.loads                      79783263                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                   18289011                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                      25824                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                   258014525                       # Number of committed integer instructions. (Count)
